time_period,time_identifier,level,country_code,country_name,school_type,characteristic_breakdown,characteristic_label,characteristic_2,headcount
201314,,NATIONAL,E92000001,England,Total,Age_7,Age_gender,Male,305645
201314,,NATIONAL,E92000001,England,Total,Age_7,Age_gender,Female,291260
201314,,NATIONAL,E92000001,England,Total,Age_8,Age,Total,584335
201314,,NATIONAL,E92000001,England,Total,Age_8,Age_gender,Male,298940
201314,,NATIONAL,E92000001,England,Total,Age_8,Age_gender,Female,285395
201314,,NATIONAL,E92000001,England,Total,Age_9,Age,Total,572275
201314,,NATIONAL,E92000001,England,Total,Age_9,Age_gender,Male,292875
201314,,NATIONAL,E92000001,England,Total,Age_9,Age_gender,Female,279400
201314,,NATIONAL,E92000001,England,Total,Age_10,Age,Total,556100
201314,,NATIONAL,E92000001,England,Total,Age_10,Age_gender,Male,284780
201314,,NATIONAL,E92000001,England,Total,Age_10,Age_gender,Female,271320
201314,,NATIONAL,E92000001,England,Total,Age_11,Age,Total,531695
201314,,NATIONAL,E92000001,England,Total,Age_11,Age_gender,Male,272425
201314,,NATIONAL,E92000001,England,Total,Age_11,Age_gender,Female,259270
201314,,NATIONAL,E92000001,England,Total,Age_12,Age,Total,536850
201314,,NATIONAL,E92000001,England,Total,Age_12,Age_gender,Male,274195
201314,,NATIONAL,E92000001,England,Total,Age_12,Age_gender,Female,262655
201314,,NATIONAL,E92000001,England,Total,Age_13,Age,Total,547365
201314,,NATIONAL,E92000001,England,Total,Age_13,Age_gender,Male,279865
201314,,NATIONAL,E92000001,England,Total,Age_13,Age_gender,Female,267500
201314,,NATIONAL,E92000001,England,Total,Age_14,Age,Total,560655
201314,,NATIONAL,E92000001,England,Total,Age_14,Age_gender,Male,286840
201314,,NATIONAL,E92000001,England,Total,Age_14,Age_gender,Female,273815
201314,,NATIONAL,E92000001,England,Total,Age_15,Age,Total,559975
201314,,NATIONAL,E92000001,England,Total,Age_15,Age_gender,Male,285560
201314,,NATIONAL,E92000001,England,Total,Age_15,Age_gender,Female,274415
201314,,NATIONAL,E92000001,England,Total,Age_16,Age,Total,236155
201314,,NATIONAL,E92000001,England,Total,Age_16,Age_gender,Male,114360
201314,,NATIONAL,E92000001,England,Total,Age_16,Age_gender,Female,121800
201314,,NATIONAL,E92000001,England,Total,Age_17,Age,Total,189310
201314,,NATIONAL,E92000001,England,Total,Age_17,Age_gender,Male,90180
201314,,NATIONAL,E92000001,England,Total,Age_17,Age_gender,Female,99130
201314,,NATIONAL,E92000001,England,Total,Age_18,Age,Total,26155
201314,,NATIONAL,E92000001,England,Total,Age_18,Age_gender,Male,14275
201314,,NATIONAL,E92000001,England,Total,Age_18,Age_gender,Female,11880
201314,,NATIONAL,E92000001,England,Total,Age_19_and_over,Age,Total,1130
201314,,NATIONAL,E92000001,England,Total,Age_19_and_over,Age_gender,Male,570
201314,,NATIONAL,E92000001,England,Total,Age_19_and_over,Age_gender,Female,560
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_White_Total,Ethnicity,Total,5199790
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_White_Total,Ethnicity_gender,Male,2653560
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_White_Total,Ethnicity_gender,Female,2546230
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_British,Ethnicity,Total,4839150
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_British,Ethnicity_gender,Male,2469545
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_British,Ethnicity_gender,Female,2369605
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Irish,Ethnicity,Total,21520
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Irish,Ethnicity_gender,Male,10880
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Irish,Ethnicity_gender,Female,10640
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity,Total,4490
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Male,2320
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Female,2170
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Gypsy_Roma,Ethnicity,Total,18765
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Male,9520
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Female,9240
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_white_background,Ethnicity,Total,315865
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Male,161295
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Female,154570
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Mixed_Total,Ethnicity,Total,323295
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Male,163355
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Female,159940
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity,Total,94960
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Male,47455
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Female,47505
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_African,Ethnicity,Total,40035
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Male,19965
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Female,20070
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Asian,Ethnicity,Total,73350
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Male,37430
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Female,35920
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity,Total,114950
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Male,58505
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Female,56445
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Asian_Total,Ethnicity,Total,675770
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Asian_Total,Ethnicity_gender,Male,345170
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Asian_Total,Ethnicity_gender,Female,330600
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Indian,Ethnicity,Total,180785
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Indian,Ethnicity_gender,Male,92690
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Indian,Ethnicity_gender,Female,88095
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Pakistani,Ethnicity,Total,272965
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Pakistani,Ethnicity_gender,Male,139545
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Pakistani,Ethnicity_gender,Female,133420
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Bangladeshi,Ethnicity,Total,110510
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Male,55465
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Female,55045
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Asian_background,Ethnicity,Total,111510
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Male,57470
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Female,54040
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Black_Total,Ethnicity,Total,364185
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Black_Total,Ethnicity_gender,Male,183170
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Black_Total,Ethnicity_gender,Female,181015
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_Caribbean,Ethnicity,Total,88445
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Male,44525
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Female,43920
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_African,Ethnicity,Total,231330
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_African,Ethnicity_gender,Male,115895
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Black_African,Ethnicity_gender,Female,115435
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_black_background,Ethnicity,Total,44415
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Male,22750
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Female,21665
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Chinese,Ethnicity,Total,26690
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Chinese,Ethnicity_gender,Male,13340
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Chinese,Ethnicity_gender,Female,13345
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity,Total,105740
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity_gender,Male,54620
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Any_Other_Ethnic_Group,Ethnicity_gender,Female,51115
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minority_ethnic_group,Ethnicity,Total,1856320
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minority_ethnic_group,Ethnicity_gender,Male,943675
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Minority_ethnic_group,Ethnicity_gender,Female,912645
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Unclassified,Ethnicity,Total,63280
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Unclassified,Ethnicity_gender,Male,32740
201314,,NATIONAL,E92000001,England,Total,Ethnicity_Major_Unclassified,Ethnicity_gender,Female,30540
201314,,NATIONAL,E92000001,England,Total,NC_Year_Nursery,NC_year,Total,306640
201314,,NATIONAL,E92000001,England,Total,NC_Year_Nursery,NC_year_gender,Male,155840
201314,,NATIONAL,E92000001,England,Total,NC_Year_Nursery,NC_year_gender,Female,150800
201314,,NATIONAL,E92000001,England,Total,NC_Year_Reception,NC_year,Total,633545
201314,,NATIONAL,E92000001,England,Total,NC_Year_Reception,NC_year_gender,Male,324400
201314,,NATIONAL,E92000001,England,Total,NC_Year_Reception,NC_year_gender,Female,309145
201314,,NATIONAL,E92000001,England,Total,NC_Year_1,NC_year,Total,641665
201314,,NATIONAL,E92000001,England,Total,NC_Year_1,NC_year_gender,Male,328665
201314,,NATIONAL,E92000001,England,Total,NC_Year_1,NC_year_gender,Female,313000
201314,,NATIONAL,E92000001,England,Total,NC_Year_2,NC_year,Total,618055
201314,,NATIONAL,E92000001,England,Total,NC_Year_2,NC_year_gender,Male,316700
201314,,NATIONAL,E92000001,England,Total,NC_Year_2,NC_year_gender,Female,301355
201314,,NATIONAL,E92000001,England,Total,NC_Year_3,NC_year,Total,596735
201314,,NATIONAL,E92000001,England,Total,NC_Year_3,NC_year_gender,Male,305530
201314,,NATIONAL,E92000001,England,Total,NC_Year_3,NC_year_gender,Female,291205
201314,,NATIONAL,E92000001,England,Total,NC_Year_4,NC_year,Total,584290
201314,,NATIONAL,E92000001,England,Total,NC_Year_4,NC_year_gender,Male,298885
201314,,NATIONAL,E92000001,England,Total,NC_Year_4,NC_year_gender,Female,285405
201314,,NATIONAL,E92000001,England,Total,NC_Year_5,NC_year,Total,572190
201314,,NATIONAL,E92000001,England,Total,NC_Year_5,NC_year_gender,Male,292845
201314,,NATIONAL,E92000001,England,Total,NC_Year_5,NC_year_gender,Female,279345
201314,,NATIONAL,E92000001,England,Total,NC_Year_6,NC_year,Total,555955
201314,,NATIONAL,E92000001,England,Total,NC_Year_6,NC_year_gender,Male,284645
201314,,NATIONAL,E92000001,England,Total,NC_Year_6,NC_year_gender,Female,271310
201314,,NATIONAL,E92000001,England,Total,NC_Year_7,NC_year,Total,531885
201314,,NATIONAL,E92000001,England,Total,NC_Year_7,NC_year_gender,Male,272520
201314,,NATIONAL,E92000001,England,Total,NC_Year_7,NC_year_gender,Female,259365
201314,,NATIONAL,E92000001,England,Total,NC_Year_8,NC_year,Total,537005
201314,,NATIONAL,E92000001,England,Total,NC_Year_8,NC_year_gender,Male,274360
201314,,NATIONAL,E92000001,England,Total,NC_Year_8,NC_year_gender,Female,262645
201314,,NATIONAL,E92000001,England,Total,NC_Year_9,NC_year,Total,547735
201314,,NATIONAL,E92000001,England,Total,NC_Year_9,NC_year_gender,Male,279965
201314,,NATIONAL,E92000001,England,Total,NC_Year_9,NC_year_gender,Female,267770
201314,,NATIONAL,E92000001,England,Total,NC_Year_10,NC_year,Total,562470
201314,,NATIONAL,E92000001,England,Total,NC_Year_10,NC_year_gender,Male,287730
201314,,NATIONAL,E92000001,England,Total,NC_Year_10,NC_year_gender,Female,274740
201314,,NATIONAL,E92000001,England,Total,NC_Year_11,NC_year,Total,559295
201314,,NATIONAL,E92000001,England,Total,NC_Year_11,NC_year_gender,Male,285265
201314,,NATIONAL,E92000001,England,Total,NC_Year_11,NC_year_gender,Female,274025
201314,,NATIONAL,E92000001,England,Total,NC_Year_12_and_above,NC_year,Total,449380
201314,,NATIONAL,E92000001,England,Total,NC_Year_12_and_above,NC_year_gender,Male,217415
201314,,NATIONAL,E92000001,England,Total,NC_Year_12_and_above,NC_year_gender,Female,231965
201314,,NATIONAL,E92000001,England,Total,NC_Year_Not_followed,NC_year,Total,1465
201314,,NATIONAL,E92000001,England,Total,NC_Year_Not_followed,NC_year_gender,Male,1010
201314,,NATIONAL,E92000001,England,Total,NC_Year_Not_followed,NC_year_gender,Female,455
201314,,NATIONAL,E92000001,England,Total,NC_Year_Unclassified,NC_year,Total,0
201314,,NATIONAL,E92000001,England,Total,NC_Year_Unclassified,NC_year_gender,Male,0
201314,,NATIONAL,E92000001,England,Total,NC_Year_Unclassified,NC_year_gender,Female,0
201314,,NATIONAL,E92000001,England,Total,FSM_Eligible,FSM_Eligible,Total,1254215
201314,,NATIONAL,E92000001,England,Total,FSM_NotEligible,FSM_Eligible,Total,6444095
201314,,NATIONAL,E92000001,England,Total,FSM_Unclassified,FSM_Eligible,Total,0
201314,,NATIONAL,E92000001,England,Total,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,1922115
201314,,NATIONAL,E92000001,England,Total,FSM_not_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,5020150
201314,,NATIONAL,E92000001,England,Total,FSM_unclassified_in_last_6_years,FSM_eligible_in_last_6_years,Total,756045
201314,,NATIONAL,E92000001,England,Total,SEN_provision_No_identified_SEN,SEN_provision,Total,6298525
201314,,NATIONAL,E92000001,England,Total,SEN_provision_Statement_or_EHCP,SEN_provision,Total,218475
201314,,NATIONAL,E92000001,England,Total,SEN_provision_SEN_Support,SEN_provision,Total,1181310
201314,,NATIONAL,E92000001,England,Total,SEN_provision_Unclassified,SEN_provision,Total,0
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Autistic_spectrum_disorder,SEN_primary_need,Total,76015
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Hearing_impairment,SEN_primary_need,Total,16470
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Moderate_learning_difficulty,SEN_primary_need,Total,129830
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Multi-sensory_impairment,SEN_primary_need,Total,1110
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Other_difficulty/disability,SEN_primary_need,Total,29040
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Physical_disability,SEN_primary_need,Total,26765
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Profound_and_multiple_learning_difficulty,SEN_primary_need,Total,10585
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Behavioural_emotional_and_social_difficulties,SEN_primary_need,Total,138655
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Speech_language_and_communications_needs,SEN_primary_need,Total,138900
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Severe_learning_difficulty,SEN_primary_need,Total,31040
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Specific_learning_difficulty,SEN_primary_need,Total,67550
201314,,NATIONAL,E92000001,England,Total,SEN_primary_need_Visual_impairment,SEN_primary_need,Total,9115
201314,,NATIONAL,E92000001,England,State-funded primary,Total,Total,Total,4416710
201314,,NATIONAL,E92000001,England,State-funded primary,Gender_male,Gender,Total,2252900
201314,,NATIONAL,E92000001,England,State-funded primary,Gender_female,Gender,Total,2163810
201314,,NATIONAL,E92000001,England,State-funded primary,Age_4_and_under,Age,Total,926285
201314,,NATIONAL,E92000001,England,State-funded primary,Age_4_and_under,Age_gender,Male,472110
201314,,NATIONAL,E92000001,England,State-funded primary,Age_4_and_under,Age_gender,Female,454175
201314,,NATIONAL,E92000001,England,State-funded primary,Age_5,Age,Total,633115
201314,,NATIONAL,E92000001,England,State-funded primary,Age_5,Age_gender,Male,323480
201314,,NATIONAL,E92000001,England,State-funded primary,Age_5,Age_gender,Female,309635
201314,,NATIONAL,E92000001,England,State-funded primary,Age_6,Age,Total,610095
201314,,NATIONAL,E92000001,England,State-funded primary,Age_6,Age_gender,Male,311730
201314,,NATIONAL,E92000001,England,State-funded primary,Age_6,Age_gender,Female,298365
201314,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age,Total,588380
201314,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age_gender,Male,300265
201314,,NATIONAL,E92000001,England,State-funded primary,Age_7,Age_gender,Female,288115
201314,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age,Total,575735
201314,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age_gender,Male,293350
201314,,NATIONAL,E92000001,England,State-funded primary,Age_8,Age_gender,Female,282385
201314,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age,Total,549245
201314,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age_gender,Male,279910
201314,,NATIONAL,E92000001,England,State-funded primary,Age_9,Age_gender,Female,269335
201314,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age,Total,530240
201314,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age_gender,Male,270130
201314,,NATIONAL,E92000001,England,State-funded primary,Age_10,Age_gender,Female,260115
201314,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age,Total,2415
201314,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age_gender,Male,1320
201314,,NATIONAL,E92000001,England,State-funded primary,Age_11,Age_gender,Female,1095
201314,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age,Total,600
201314,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age_gender,Male,315
201314,,NATIONAL,E92000001,England,State-funded primary,Age_12,Age_gender,Female,285
201314,,NATIONAL,E92000001,England,State-funded primary,Age_13,Age,Total,275
201314,,NATIONAL,E92000001,England,State-funded primary,Age_13,Age_gender,Male,130
201314,,NATIONAL,E92000001,England,State-funded primary,Age_13,Age_gender,Female,145
201314,,NATIONAL,E92000001,England,State-funded primary,Age_14,Age,Total,140
201314,,NATIONAL,E92000001,England,State-funded primary,Age_14,Age_gender,Male,80
201314,,NATIONAL,E92000001,England,State-funded primary,Age_14,Age_gender,Female,65
201314,,NATIONAL,E92000001,England,State-funded primary,Age_15,Age,Total,180
201314,,NATIONAL,E92000001,England,State-funded primary,Age_15,Age_gender,Male,85
201314,,NATIONAL,E92000001,England,State-funded primary,Age_15,Age_gender,Female,95
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity,Total,2646355
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity_gender,Male,1351780
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_White_Total,Ethnicity_gender,Female,1294575
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity,Total,2437535
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity_gender,Male,1245030
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_British,Ethnicity_gender,Female,1192505
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity,Total,10125
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity_gender,Male,5160
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Irish,Ethnicity_gender,Female,4965
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity,Total,3300
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Male,1670
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Traveller_of_Irish_heritage,Ethnicity_gender,Female,1630
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity,Total,11960
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Male,6060
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Gypsy_Roma,Ethnicity_gender,Female,5900
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity,Total,183440
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Male,93860
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_white_background,Ethnicity_gender,Female,89580
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity,Total,184785
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Male,93440
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Mixed_Total,Ethnicity_gender,Female,91350
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity,Total,51550
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Male,25810
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_Caribbean,Ethnicity_gender,Female,25735
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity,Total,24000
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Male,11945
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Black_African,Ethnicity_gender,Female,12050
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity,Total,42745
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Male,21835
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_White_and_Asian,Ethnicity_gender,Female,20905
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity,Total,66495
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Male,33845
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Mixed_background,Ethnicity_gender,Female,32655
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity,Total,366180
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Male,187030
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Asian_Total,Ethnicity_gender,Female,179145
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity,Total,94510
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity_gender,Male,48495
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Indian,Ethnicity_gender,Female,46020
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity,Total,151330
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Male,77250
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Pakistani,Ethnicity_gender,Female,74075
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity,Total,59715
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Male,30240
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Bangladeshi,Ethnicity_gender,Female,29475
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity,Total,60625
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Male,31050
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_Asian_background,Ethnicity_gender,Female,29575
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity,Total,197175
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity_gender,Male,99355
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Black_Total,Ethnicity_gender,Female,97815
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity,Total,44060
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Male,22335
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_Caribbean,Ethnicity_gender,Female,21725
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity,Total,128010
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity_gender,Male,64205
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Black_African,Ethnicity_gender,Female,63805
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity,Total,25100
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Male,12815
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Minor_Any_other_black_background,Ethnicity_gender,Female,12285
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity,Total,13465
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity_gender,Male,6695
201314,,NATIONAL,E92000001,England,State-funded primary,Ethnicity_Major_Chinese,Ethnicity_gender,Female,6770
