year,level,country_code,country,school_type,characteristic_desc,characteristic_1,characteristic_2,headcount
201314,NATIONAL,E92000001,England,Total,SEN_primary_need,SEN_primary_need_Specific_learning_difficulty,Total,67550
201314,NATIONAL,E92000001,England,Total,SEN_primary_need,SEN_primary_need_Visual_impairment,Total,9115
201314,NATIONAL,E92000001,England,State-funded primary,Total,Total,Total,4416710
201314,NATIONAL,E92000001,England,State-funded primary,Gender,Gender_male,Total,2252900
201314,NATIONAL,E92000001,England,State-funded primary,Gender,Gender_female,Total,2163810
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_4_and_under,Total,926285
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_4_and_under,Male,472110
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_4_and_under,Female,454175
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_5,Total,633115
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_5,Male,323480
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_5,Female,309635
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_6,Total,610095
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_6,Male,311730
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_6,Female,298365
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_7,Total,588380
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_7,Male,300265
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_7,Female,288115
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_8,Total,575735
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_8,Male,293350
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_8,Female,282385
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_9,Total,549245
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_9,Male,279910
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_9,Female,269335
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_10,Total,530240
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_10,Male,270130
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_10,Female,260115
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_11,Total,2415
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_11,Male,1320
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_11,Female,1095
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_12,Total,600
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_12,Male,315
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_12,Female,285
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_13,Total,275
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_13,Male,130
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_13,Female,145
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_14,Total,140
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_14,Male,80
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_14,Female,65
201314,NATIONAL,E92000001,England,State-funded primary,Age,Age_15,Total,180
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_15,Male,85
201314,NATIONAL,E92000001,England,State-funded primary,Age_gender,Age_15,Female,95
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_White_Total,Total,2646355
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_White_Total,Male,1351780
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_White_Total,Female,1294575
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_British,Total,2437535
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_British,Male,1245030
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_British,Female,1192505
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Irish,Total,10125
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Irish,Male,5160
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Irish,Female,4965
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,3300
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,1670
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,1630
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,11960
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,6060
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,5900
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,183440
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,93860
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,89580
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Mixed_Total,Total,184785
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,93440
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,91350
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,51550
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,25810
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,25735
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,24000
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,11945
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,12050
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,42745
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,21835
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,20905
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,66495
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,33845
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,32655
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Asian_Total,Total,366180
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,187030
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,179145
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Indian,Total,94510
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Indian,Male,48495
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Indian,Female,46020
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Pakistani,Total,151330
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,77250
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,74075
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,59715
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,30240
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,29475
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,60625
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,31050
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,29575
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Major_Black_Total,Total,197175
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Black_Total,Male,99355
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Major_Black_Total,Female,97815
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_Caribbean,Total,44060
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Male,22335
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Female,21725
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Black_African,Total,128010
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_African,Male,64205
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Black_African,Female,63805
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_other_black_background,Total,25100
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Male,12815
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Female,12285
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Chinese,Total,13465
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Chinese,Male,6695
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Chinese,Female,6770
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minor_Any_Other_Ethnic_Group,Total,58765
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Male,30195
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Female,28570
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Minority_ethnic_pupil,Total,1029190
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Male,523465
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Female,505725
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity,Ethnicity_Unclassified,Total,23695
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Unclassified,Male,12290
201314,NATIONAL,E92000001,England,State-funded primary,Ethnicity_gender,Ethnicity_Unclassified,Female,11405
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Nursery,Total,301745
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Nursery,Male,153020
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Nursery,Female,148725
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Reception,Total,625190
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Reception,Male,319530
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Reception,Female,305660
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_1,Total,633135
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_1,Male,323500
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_1,Female,309635
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_2,Total,610050
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_2,Male,311685
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_2,Female,298365
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_3,Total,588280
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_3,Male,300200
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_3,Female,288080
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_4,Total,575790
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_4,Male,293370
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_4,Female,282420
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_5,Total,549195
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_5,Male,279905
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_5,Female,269295
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_6,Total,530285
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_6,Male,270115
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_6,Female,260170
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_7,Total,1855
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_7,Male,970
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_7,Female,885
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_8,Total,595
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_8,Male,310
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_8,Female,280
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_9,Total,275
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_9,Male,130
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_9,Female,145
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_10,Total,140
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_10,Male,80
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_10,Female,65
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_11,Total,175
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_11,Male,85
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_11,Female,95
201314,NATIONAL,E92000001,England,State-funded primary,NC_year,NC_Year_Unclassified,Total,0
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Unclassified,Male,0
201314,NATIONAL,E92000001,England,State-funded primary,NC_year_gender,NC_Year_Unclassified,Female,0
201314,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_Eligible,Total,752090
201314,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_NotEligible,Total,3664620
201314,NATIONAL,E92000001,England,State-funded primary,FSM_Eligible,FSM_Unclassified,Total,0
201314,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,1096495
201314,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_not_eligible_in_last_6_years,Total,3018455
201314,NATIONAL,E92000001,England,State-funded primary,FSM_eligible_in_last_6_years,FSM_unclassified_in_last_6_years,Total,301760
201314,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_Provision_No_SEN,Total,3682965
201314,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_provision_SEN_with_statement_EHC,Total,60830
201314,NATIONAL,E92000001,England,State-funded primary,SEN_provision,SEN_provision_SEN_without_statement,Total,672910
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Autistic_spectrum_disorder,Total,28435
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Hearing_impairment,Total,7915
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Moderate_learning_difficulty,Total,65115
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Multisensory_impairment,Total,640
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Other_difficulty_disability,Total,14580
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Physical_disability,Total,13900
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Profound_and_multiple_learning_difficulty,Total,1515
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Behavioural_emotional_and_social_difficulties,Total,62735
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Speech_language_and_communications_needs,Total,107955
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Severe_learning_difficulty,Total,4290
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Specific_learning_difficulty,Total,29835
201314,NATIONAL,E92000001,England,State-funded primary,SEN_primary_need,SEN_primary_need_Visual_impairment,Total,4490
201314,NATIONAL,E92000001,England,State-funded secondary,Total,Total,Total,3181360
201314,NATIONAL,E92000001,England,State-funded secondary,Gender,Gender_male,Total,1601175
201314,NATIONAL,E92000001,England,State-funded secondary,Gender,Gender_female,Total,1580185
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_4_and_under,Total,7385
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_4_and_under,Male,3660
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_4_and_under,Female,3730
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_5,Total,4450
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_5,Male,2215
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_5,Female,2235
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_6,Total,3705
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_6,Male,1885
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_6,Female,1815
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_7,Total,3545
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_7,Male,1765
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_7,Female,1780
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_8,Total,3120
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_8,Male,1580
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_8,Female,1540
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_9,Total,17225
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_9,Male,8735
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_9,Female,8490
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_10,Total,19570
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_10,Male,10000
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_10,Female,9570
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_11,Total,520360
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_11,Male,264605
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_11,Female,255750
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_12,Total,526805
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_12,Male,267025
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_12,Female,259780
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_13,Total,537015
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_13,Male,272390
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_13,Female,264630
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_14,Total,549990
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_14,Male,279065
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_14,Female,270925
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_15,Total,549110
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_15,Male,277710
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_15,Female,271400
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_16,Total,230560
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_16,Male,110605
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_16,Female,119955
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_17,Total,184840
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_17,Male,87340
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_17,Female,97505
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_18,Total,22740
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_18,Male,12135
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_18,Female,10605
201314,NATIONAL,E92000001,England,State-funded secondary,Age,Age_19_and_over,Total,935
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_19_and_over,Male,455
201314,NATIONAL,E92000001,England,State-funded secondary,Age_gender,Age_19_and_over,Female,480
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_White_Total,Total,2480140
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_White_Total,Male,1248975
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_White_Total,Female,1231165
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_British,Total,2331725
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_British,Male,1174060
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_British,Female,1157665
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Irish,Total,11125
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Irish,Male,5525
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Irish,Female,5600
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,1095
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,585
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,505
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,6510
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,3250
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,3260
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,129690
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,65555
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,64135
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Mixed_Total,Total,134070
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,66640
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,67430
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,41930
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,20510
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,21420
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,15535
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,7645
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,7890
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,29850
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,15055
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,14795
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,46755
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,23430
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,23325
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Major_Asian_Total,Total,301365
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,152725
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,148640
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Indian,Total,84755
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Male,43160
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Indian,Female,41595
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Pakistani,Total,117575
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,59710
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,57865
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,49525
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,24370
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,25155
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,49510
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,25485
201314,NATIONAL,E92000001,England,State-funded secondary,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,24025
