time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,perm_physical_pupils,perm_physical_adult,perm_verbal_pupil,perm_verbal_adult,perm_bullying,perm_racist_abuse,perm_sexual_misconduct,perm_drug_alcohol,perm_damage,perm_theft,perm_persistent_disruptive,perm_other,fixed_physical_pupils,fixed_physical_adult,fixed_verbal_pupil,fixed_verbal_adult,fixed_bullying,fixed_racist_abuse,fixed_sexual_misconduct,fixed_drug_alcohol,fixed_damage,fixed_theft,fixed_persistent_disruptive,fixed_other
academic year,201213,local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,40,66,9,27,0,0,0,0,x,0,33,9
academic year,201213,local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,State-funded secondary,4,0,0,10,0,0,0,0,0,x,5,3,228,24,61,438,13,21,15,49,41,13,456,219
academic year,201213,local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Special,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,7,x,0,x,36,10,0,19,x
academic year,201213,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,0,x,0,0,0,0,0,0,0,0,x,0,43,20,9,102,8,6,x,12,14,0,62,23
academic year,201213,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,x,0,5,0
academic year,201213,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,State-funded secondary,0,x,0,0,0,0,0,0,0,0,x,0,40,17,6,102,8,6,x,12,13,0,57,23
academic year,201213,local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,0,0,0,0,0,0,0,0,0
academic year,201213,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,0,x,0,x,0,0,0,x,0,0,3,x,119,35,14,146,10,11,x,10,23,7,135,242
academic year,201213,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,14,16,x,9,0,x,0,0,0,0,14,7
academic year,201213,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,State-funded secondary,0,0,0,x,0,0,0,x,0,0,3,x,94,12,11,116,8,6,x,10,16,7,82,170
academic year,201213,local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Special,0,x,0,x,0,0,0,0,0,0,0,0,11,7,x,21,x,4,x,0,7,0,39,65
academic year,201213,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,0,0,0,0,0,0,0,0,0,0,0,0,140,21,35,149,3,8,x,8,18,5,187,166
academic year,201213,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,8,5,x,7,x,0,0,0,4,x,19,x
academic year,201213,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,State-funded secondary,0,0,0,0,0,0,0,0,0,0,0,0,132,8,34,141,x,8,x,8,14,3,167,165
academic year,201213,local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,x,0,0,0,0,0,0,x,0
academic year,201213,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,3,x,x,0,0,0,0,0,x,0,x,0,160,50,22,237,26,18,11,24,32,4,278,4
academic year,201213,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,13,18,5,14,x,x,x,0,0,0,14,0
academic year,201213,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,State-funded secondary,3,x,x,0,0,0,0,0,x,0,x,0,131,24,15,218,25,15,10,24,30,4,259,4
academic year,201213,local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Special,0,0,0,0,0,0,0,0,0,0,0,0,16,8,x,5,0,x,0,0,x,0,5,0
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Total,3,4,x,0,0,0,0,x,x,x,8,8,224,100,36,205,18,18,8,17,32,20,251,227
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,State-funded primary,0,x,0,0,0,0,0,0,x,0,x,0,47,29,8,22,x,x,0,0,x,3,39,13
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,State-funded secondary,3,3,x,0,0,0,0,x,0,x,7,8,158,40,27,172,17,15,8,14,23,17,201,196
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Special,0,0,0,0,0,0,0,0,0,0,0,0,19,31,x,11,0,x,0,3,7,0,11,18
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Total,5,3,0,3,0,0,x,x,0,0,x,x,330,105,58,465,10,28,13,49,53,24,548,386
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,49,56,4,18,x,0,0,0,x,0,63,17
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,State-funded secondary,5,x,0,3,0,0,x,x,0,0,x,x,281,49,54,447,9,28,13,49,51,24,484,369
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Total,x,0,x,x,0,0,0,x,0,0,x,x,153,61,35,119,5,4,8,15,15,9,206,245
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,State-funded primary,0,0,0,x,0,0,0,0,0,0,0,0,30,41,7,13,0,x,3,0,3,0,17,0
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,State-funded secondary,x,0,x,0,0,0,0,x,0,0,x,x,119,19,28,106,5,3,5,15,11,9,188,244
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,x,0,0,0,0,0,0,x,0,x,x
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Total,0,0,0,0,0,0,0,0,0,0,0,0,182,60,32,168,10,9,7,23,16,11,373,90
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,30,43,12,24,0,x,0,0,0,0,59,11
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,State-funded secondary,0,0,0,0,0,0,0,0,0,0,0,0,151,14,20,144,10,6,7,23,16,11,314,79
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,3,0,0,0,x,0,0,0,0,0,0
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Total,8,x,4,6,0,0,x,5,3,0,15,x,449,141,85,792,41,48,37,130,65,40,1101,120
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,48,79,17,38,x,x,x,0,4,x,100,6
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,State-funded secondary,8,x,4,6,0,0,x,5,3,0,15,x,385,37,65,745,34,44,35,128,60,37,998,113
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,16,25,3,9,6,x,0,x,x,x,3,x
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Total,0,0,0,0,0,x,0,0,0,0,0,0,113,27,27,129,20,14,4,24,10,10,211,62
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,State-funded primary,0,0,0,0,0,x,0,0,0,0,0,0,15,14,6,14,x,3,x,0,x,x,35,3
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,State-funded secondary,0,0,0,0,0,0,0,0,0,0,0,0,98,12,21,112,18,11,3,24,8,9,176,59
academic year,201213,local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,3,0,0,0,0,0,0,0,0
academic year,201213,local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,6,0,3,4,0,0,0,x,0,0,0,x,251,69,49,146,26,12,10,23,11,15,129,188
academic year,201213,local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,22,54,3,5,x,0,0,0,5,0,17,7
academic year,201213,local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,State-funded secondary,6,0,3,4,0,0,0,x,0,0,0,x,229,15,46,141,25,12,10,23,6,15,112,181
academic year,201213,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,5,x,x,3,0,x,0,x,0,0,5,5,88,34,24,99,8,7,x,19,8,23,97,184
academic year,201213,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,State-funded primary,x,x,0,0,0,0,0,0,0,0,3,x,5,6,0,3,0,x,0,0,0,0,7,4
academic year,201213,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,State-funded secondary,4,x,x,3,0,0,0,x,0,0,x,4,79,21,24,93,8,4,x,19,8,23,84,180
academic year,201213,local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Special,0,0,0,0,0,x,0,0,0,0,0,0,4,7,0,3,0,x,0,0,0,0,6,0
academic year,201213,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,7,6,x,6,x,0,0,0,0,4,18,6,270,89,62,298,23,16,9,69,32,26,368,115
academic year,201213,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,State-funded primary,0,x,0,x,0,0,0,0,0,0,0,x,50,52,5,13,x,x,0,0,3,3,30,12
academic year,201213,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,State-funded secondary,7,5,x,5,x,0,0,0,0,4,18,4,206,21,54,267,19,14,9,63,26,23,323,102
academic year,201213,local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,14,16,3,18,3,x,0,6,3,0,15,x
academic year,201213,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Total,6,4,x,5,0,0,0,6,0,0,17,3,488,170,101,427,28,39,9,75,52,42,561,444
academic year,201213,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,State-funded primary,0,3,0,0,0,0,0,0,0,0,4,0,65,64,14,32,x,x,x,0,4,x,122,18
academic year,201213,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,State-funded secondary,5,0,x,4,0,0,0,6,0,0,13,3,371,43,85,379,22,19,7,44,38,39,360,398
academic year,201213,local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Special,x,x,0,x,0,0,0,0,0,0,0,0,52,63,x,16,4,18,0,31,10,x,79,28
academic year,201213,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,3,4,x,x,0,0,0,x,0,0,3,4,287,93,54,290,45,3,14,57,30,45,343,508
academic year,201213,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,State-funded primary,0,4,0,0,0,0,0,0,0,0,3,0,44,58,11,39,x,x,x,0,6,0,71,33
academic year,201213,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,State-funded secondary,3,0,x,x,0,0,0,x,0,0,0,4,219,14,41,243,18,x,12,33,20,45,231,382
academic year,201213,local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Special,0,0,0,0,0,0,0,0,0,0,0,0,24,21,x,8,26,0,x,24,4,0,41,93
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,12,10,4,12,0,0,0,6,x,0,25,24,772,266,153,798,58,46,26,87,53,42,900,839
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded primary,0,7,0,3,0,0,0,0,x,0,x,x,166,171,25,68,0,9,x,0,20,x,238,32
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,State-funded secondary,12,3,4,9,0,0,0,6,0,0,24,23,572,61,122,710,49,29,24,87,25,39,616,777
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,34,34,6,20,9,8,0,0,8,x,46,30
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,6,x,x,5,x,x,0,10,x,0,5,6,328,71,62,272,5,30,23,18,30,33,405,178
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded primary,x,x,0,0,0,0,0,0,0,0,x,x,49,35,6,12,x,x,x,0,x,x,36,12
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded secondary,5,x,x,5,x,x,0,10,x,0,4,5,278,30,51,251,4,24,19,18,24,32,358,166
academic year,201213,local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Special,0,0,0,0,0,0,0,0,0,0,0,0,x,6,5,9,0,4,x,0,4,0,11,0
academic year,201213,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Total,0,0,0,0,0,0,0,x,0,0,0,x,342,86,62,311,21,18,7,71,33,31,339,183
academic year,201213,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,37,53,11,37,x,3,3,0,11,0,68,13
academic year,201213,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,State-funded secondary,0,0,0,0,0,0,0,x,0,0,0,x,300,20,51,274,20,15,4,71,20,31,271,167
academic year,201213,local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Special,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,x,0,0,3
academic year,201213,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Total,x,x,0,3,0,0,0,0,0,0,3,0,134,82,18,117,x,6,6,11,16,4,166,43
academic year,201213,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,25,49,7,24,0,0,0,0,4,0,62,6
academic year,201213,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,State-funded secondary,x,x,0,3,0,0,0,0,0,0,3,0,91,11,9,91,x,6,6,11,9,4,103,36
academic year,201213,local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Special,0,0,0,0,0,0,0,0,0,0,0,0,18,22,x,x,0,0,0,0,3,0,x,x
academic year,201213,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Total,8,x,0,4,x,0,0,x,0,0,10,4,197,64,52,157,19,23,4,43,15,19,306,131
academic year,201213,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,38,46,4,16,x,x,x,0,6,4,106,17
academic year,201213,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,State-funded secondary,8,x,0,4,x,0,0,x,0,0,9,4,159,17,48,141,18,22,3,43,9,15,200,114
academic year,201213,local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0
academic year,201213,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Total,12,4,x,15,0,0,0,x,4,x,26,8,411,138,95,498,29,21,21,43,50,25,833,440
academic year,201213,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,State-funded primary,4,x,x,3,0,0,0,0,0,0,3,0,134,84,34,83,5,5,3,0,9,0,180,37
academic year,201213,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,State-funded secondary,8,3,x,12,0,0,0,x,4,x,23,8,247,29,53,386,23,15,13,39,30,25,597,382
academic year,201213,local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Special,0,0,0,0,0,0,0,0,0,0,0,0,30,25,8,29,x,x,5,4,11,0,56,21
academic year,201213,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,0,x,0,0,0,0,0,0,0,0,0,0,80,23,22,122,x,9,x,10,9,0,131,201
academic year,201213,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,3,6,x,4,x,0,0,0,0,0,10,x
academic year,201213,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded secondary,0,0,0,0,0,0,0,0,0,0,0,0,71,10,18,98,0,9,x,10,9,0,119,196
academic year,201213,local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Special,0,0,0,0,0,0,0,0,0,0,0,0,6,7,x,20,0,0,0,0,0,0,x,4
academic year,201213,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,10,6,x,5,x,0,x,8,0,x,25,22,434,188,105,619,28,43,10,86,51,31,610,679
academic year,201213,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded primary,x,x,0,0,x,0,0,0,0,0,9,0,68,77,22,48,x,x,x,0,6,0,109,19
academic year,201213,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded secondary,8,4,x,5,x,0,x,8,0,x,16,22,345,44,81,553,25,41,9,80,34,29,494,641
academic year,201213,local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Special,0,0,0,0,0,0,0,0,0,0,0,0,21,67,x,18,x,0,0,6,11,x,7,19
academic year,201213,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,x,0,x,x,0,0,x,x,0,0,0,6,243,142,89,343,20,26,24,51,37,12,694,221
academic year,201213,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,51,71,8,23,x,3,0,x,8,0,55,15
academic year,201213,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded secondary,x,0,x,x,0,0,0,x,0,0,0,5,183,35,78,307,14,22,23,50,24,11,627,204
academic year,201213,local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Special,0,0,0,0,0,0,x,0,0,0,0,x,9,36,3,13,4,x,x,0,5,x,12,x
academic year,201213,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,15,6,x,6,x,0,x,5,4,0,27,x,1186,539,261,1339,64,64,72,205,178,93,2025,130
academic year,201213,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded primary,3,x,0,0,0,0,0,0,0,0,x,0,273,381,44,108,7,3,8,x,24,7,276,15
academic year,201213,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded secondary,12,4,x,6,x,0,x,5,4,0,25,x,850,78,207,1179,48,52,62,199,123,85,1614,110
academic year,201213,local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Special,0,0,0,0,0,0,0,0,0,0,0,0,63,80,10,52,9,9,x,5,31,x,135,5
academic year,201213,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,5,3,0,3,0,0,0,x,0,0,x,5,235,136,62,217,19,9,3,8,42,8,296,196
academic year,201213,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded primary,3,x,0,0,0,0,0,0,0,0,0,0,61,78,6,35,x,3,x,0,7,0,44,22
academic year,201213,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded secondary,x,x,0,3,0,0,0,x,0,0,x,5,138,13,24,117,16,x,x,5,15,7,191,166
academic year,201213,local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Special,0,0,0,0,0,0,0,0,0,0,0,0,36,45,32,65,x,4,0,3,20,x,61,8
academic year,201213,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,3,x,0,4,0,0,0,0,x,0,10,x,353,148,66,369,46,14,15,62,61,27,594,150
academic year,201213,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,57,64,26,23,7,x,x,0,12,0,71,12
academic year,201213,local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded secondary,3,x,0,4,0,0,0,0,x,0,10,x,277,38,40,338,38,11,14,62,45,27,490,132
